iter	RMSE
140	0.06321383451
141	0.06298738531
142	0.06287624247
143	0.0626939977
144	0.06243185526
145	0.06218370501
146	0.06194879944
147	0.06181401644
148	0.06179283105
149	0.06175014583
150	0.0617299956
151	0.06154505326
152	0.06144629145
153	0.06128690696
154	0.06099088057
155	0.06068867654
156	0.06064745665
157	0.06062794093
158	0.06022609302
159	0.06001582488
160	0.05973202886
161	0.05946025042
162	0.05944135159
163	0.05932039129
164	0.05928027893
165	0.05925990867
166	0.0591711271
167	0.05907789011
168	0.05888315425
169	0.05861891351
170	0.0585804139
171	0.05849658547
172	0.05840946818
173	0.05804386469
174	0.05779762361
175	0.05777998717
176	0.05764506831
177	0.05756260961
178	0.05740165338
179	0.05721942151
180	0.05714283114
181	0.05706606569
182	0.05704803997
183	0.05682084017
184	0.0567401222
185	0.05643936438
186	0.05636199788
187	0.05628837791
188	0.05625028379
189	0.05618019193
190	0.05592102094
191	0.05567496681
192	0.05565747543
193	0.05551274219
194	0.05547596389
195	0.05534544055
196	0.05532872363
197	0.05518007642
198	0.05510641261
199	0.05503503864
200	0.05498097708
201	0.05474989867
202	0.05461116141
203	0.05444113508
204	0.05421908578
205	0.05391157198
206	0.05384270061
207	0.05377646799
208	0.05360496479
209	0.05339825117
210	0.05320648734
211	0.05307830284
212	0.05300776782
213	0.05278571661
214	0.05266060277
215	0.05261028617
216	0.05257241495
217	0.05255621648
218	0.05249014765
219	0.05242615821
220	0.05237953495
221	0.05231650315
222	0.05230120955
223	0.05212019526
224	0.0520842584
225	0.05187494136
226	0.05181734291
227	0.051561431
228	0.05148699359
229	0.05132777191
230	0.05118987028
231	0.05111961391
232	0.05094630753
233	0.05080076473
234	0.05064093812
235	0.05062597741
236	0.05059095289
237	0.05047002258
238	0.0503517985
239	0.05033749898
240	0.05029469134
241	0.05011544229
242	0.04998210124
243	0.04986827995
244	0.04968558699
245	0.04965154879
246	0.04957987483
247	0.04952603402
248	0.04951220679
249	0.04937835363
250	0.04924143254
251	0.04917316159
252	0.04891509242
253	0.04875567655
254	0.04863129833
255	0.04847998011
256	0.04842495756
257	0.0483600552
258	0.04824324174
259	0.04814631254
260	0.04811300771
261	0.04809948191
262	0.0480678232
263	0.04796525906
264	0.04782673749
265	0.0477651764
266	0.04753549023
267	0.04740632702
268	0.04728401896
269	0.047173413
270	0.04711499087
271	0.04694598495
272	0.04693278971
273	0.04690191865
274	0.04680399013
275	0.04679141795
276	0.04675091565
277	0.04659505265
278	0.04656548638
279	0.04648415935
280	0.0464721404
281	0.04638575333
282	0.04629286285
283	0.04624140537
284	0.04622992082
285	0.04620156043
286	0.0459578028
287	0.04579363897
288	0.045741633
289	0.04570484607
290	0.04569380116
291	0.04546842773
292	0.04526473741
293	0.04510670123
294	0.0450242495
295	0.04487432468
296	0.04483907693
297	0.04481118694
298	0.04480045815
299	0.04472068558
300	0.04467058293
301	0.04462610452
302	0.0445790578
303	0.04453783819
304	0.04431302168
305	0.04416813152
306	0.04397860452
307	0.04384015506
308	0.04370841257
309	0.04360640641
310	0.04351004624
311	0.04346851853
312	0.04334237816
313	0.04324516148
314	0.04312485033
315	0.04305052713
316	0.0429995792
317	0.04284768652
318	0.04275461546
319	0.04263918937
320	0.04249738411
321	0.04245491228
322	0.04242389041
323	0.04241311412
324	0.04232414551
325	0.04221350894
326	0.0421748976
327	0.04214621959
328	0.04213592924
329	0.04210870217
330	0.04201330538
331	0.04196659945
332	0.04183300028
333	0.04172682002
334	0.04164124856
335	0.04155489159
336	0.04133386496
337	0.04123179432
338	0.04109712933
339	0.04093453196
340	0.04086693492
341	0.04082195528
342	0.04068735718
343	0.04054643313
344	0.0404477287
345	0.04036504698
346	0.04027091904
347	0.04018141317
348	0.04005140386
349	0.03997242606
350	0.03988678382
351	0.03980816728
352	0.03971476271
353	0.03955775215
354	0.03954731834
355	0.03951973358
356	0.03949040602
357	0.03934356546
358	0.03928264105
359	0.03925630595
360	0.03924628631
361	0.03910863444
362	0.03904836741
363	0.03892124991
364	0.03888363751
365	0.03887402023
366	0.03884863495
367	0.03867290842
368	0.03859584109
369	0.03851141658
370	0.03838672122
371	0.03830811937
372	0.03819905529
373	0.03815863508
374	0.03813172616
375	0.03812243948
376	0.03809718494
377	0.03800842827
378	0.03799956218
379	0.03797572777
380	0.0378323566
381	0.03775093373
382	0.03767575457
383	0.03759810913
384	0.03749506087
385	0.03736423132
386	0.03734153133
387	0.03733294966
388	0.03730570619
389	0.03721962915
390	0.03718847004
391	0.03701882345
392	0.03694374591
393	0.03687117113
394	0.03679958088
395	0.03673068285
396	0.03665781983
397	0.03658944549
398	0.0364786875
399	0.03642264334
400	0.03633914252
401	0.03621104653
402	0.03613462377
403	0.03603468393
404	0.0358725003
405	0.03574598134
406	0.03567495235
407	0.03560739641
408	0.03557445615
409	0.03545791039
410	0.03542657045
411	0.03531205158
412	0.03518678103
413	0.03517812131
414	0.0351509795
415	0.03499785041
416	0.03489743746
417	0.03483163769
418	0.0347147254
419	0.03465196346
420	0.0345922222
421	0.03457050091
422	0.03453997595
423	0.03453159592
424	0.03450137041
425	0.03447543235
426	0.03433143346
427	0.03427399588
428	0.03413746473
429	0.03402302627
430	0.033947661
431	0.03392796323
432	0.03390028061
433	0.03377686765
434	0.03369638679
435	0.033577539
436	0.03350853912
437	0.03342958148
438	0.03336379546
439	0.03330119783
440	0.0332070652
441	0.03310570016
442	0.03302042786
443	0.03301208389
444	0.03298668268
445	0.03290670099
446	0.03283400925
447	0.03282602966
448	0.03275652189
449	0.03272595798
450	0.03267340087
451	0.03260682042
452	0.03254116056
453	0.03242425724
454	0.03233460768
455	0.03230638599
456	0.03223333231
457	0.03220608418
458	0.03214960596
459	0.03214185132
460	0.03211728393
461	0.03205401061
462	0.03194132756
463	0.03185426715
464	0.03178976371
465	0.03172778247
466	0.03171020738
467	0.03164349916
468	0.03161848228
469	0.03151214242
470	0.03146679862
471	0.03143919984
472	0.0314316548
473	0.03140805918
474	0.03134659471
475	0.03128348126
476	0.0312282114
477	0.03118486411
478	0.03116884858
479	0.03110938111
480	0.03105659946
481	0.0310335991
482	0.03097517896
483	0.0309678713
484	0.0309534801
485	0.03084774163
486	0.03079154254
487	0.03069070114
488	0.03063154809
489	0.03056936483
490	0.03051612429
491	0.03041935603
492	0.03036724123
493	0.03030840498
494	0.03021596785
495	0.03017374052
496	0.03012391333
497	0.03003565027
498	0.02998152765
499	0.02991670614
500	0.0298614961
501	0.0298053599
502	0.02975299086
503	0.0297341253
504	0.02969345288
505	0.0296475639
506	0.02956218872
507	0.02951555223
508	0.02943413957
509	0.0293906124
510	0.02933835023
511	0.0292937227
512	0.02921582866
513	0.02915923695
514	0.02910839876
515	0.02908957713
516	0.02904615442
517	0.0290239939
518	0.02897563751
519	0.02883932146
520	0.02878982492
521	0.02874724322
522	0.02869324269
523	0.02861665625
524	0.02859978029
525	0.02854496275
526	0.02853748506
527	0.0284957258
528	0.02844280367
529	0.0284266331
530	0.02839756442
531	0.02833252058
532	0.02828196316
533	0.02827475582
534	0.02825929183
535	0.02821115167
536	0.02815061257
537	0.02805150225
538	0.02798922326
539	0.02793642661
540	0.0278914451
541	0.02783881722
542	0.02774452208
543	0.02769723476
544	0.02763713837
545	0.0275799147
546	0.02746905323
547	0.0273788306
548	0.02727602427
549	0.02719037108
550	0.02709500497
551	0.02701370256
552	0.0269252118
553	0.02684805198
554	0.02678354856
555	0.02674141685
556	0.02671224345
557	0.02663938725
558	0.02657586298
559	0.02652017357
560	0.02650013667
561	0.02644230631
562	0.02643504904
563	0.02641619062
564	0.02633933088
565	0.02628207701
566	0.02621442354
567	0.02617197856
568	0.02613896268
569	0.02610349874
570	0.02607505397
571	0.02606297423
572	0.02602929449
573	0.02594597844
574	0.02591615188
575	0.02586091766
576	0.02580807507
577	0.0257271249
578	0.02569632447
579	0.02568197844
580	0.02566202494
581	0.02563565568
582	0.02558528029
583	0.02550918349
584	0.0254287608
585	0.02540118442
586	0.02533776568
587	0.0253247726
588	0.02526940789
589	0.02523721686
590	0.0252299679
591	0.02519208278
592	0.02517373306
593	0.02509623289
594	0.02506794687
595	0.02505620421
596	0.02504925417
597	0.02502931456
598	0.02501119503
599	0.02497504118
600	0.02491198145
601	0.02489523226
602	0.02488857011
603	0.02481575214
604	0.02475336554
605	0.02469735892
606	0.02467893604
607	0.02464423999
608	0.02463360135
609	0.02457736467
610	0.0245499521
611	0.02454354433
612	0.02452603086
613	0.02450995106
614	0.02443465319
615	0.02440977128
616	0.02438610145
617	0.02431425731
618	0.02426618243
619	0.02421009663
620	0.02418744287
621	0.02411866231
622	0.02407354099
623	0.02400550311
624	0.02393969049
625	0.02391794068
626	0.0238777248
627	0.02381243039
628	0.02379656987
629	0.02374081172
630	0.02368413603
631	0.02364596401
632	0.02359306917
633	0.0235867405
634	0.02353779953
635	0.023487244
636	0.02347051491
637	0.02346235951
638	0.02344123378
639	0.02337817535
640	0.02332630624
641	0.02327781393
642	0.0232316603
643	0.02322555558
644	0.02320956363
645	0.02320375996
646	0.02318863152
647	0.02315377599
648	0.02310004835
649	0.02305579137
650	0.02300227298
651	0.02296001033
652	0.02291562533
653	0.02287527441
654	0.02281874295
655	0.02280080019
656	0.02275410662
657	0.02271546577
658	0.02268791859
659	0.02262745735
660	0.022606638
661	0.02254899724
662	0.02252914857
663	0.02250277472
664	0.02244592706
665	0.02239265636
666	0.0223772899
667	0.02235310326
668	0.0223044144
669	0.02225034821
670	0.02221283498
671	0.02220318903
672	0.02219741006
673	0.02214579386
674	0.02210313184
675	0.02204449076
676	0.02200576424
677	0.02199163469
678	0.02195102808
679	0.02189553297
680	0.02186635676
681	0.02181227198
682	0.02177361732
683	0.02172098975
684	0.021673753
685	0.02165411286
686	0.02159883932
687	0.02158991805
688	0.02158426796
689	0.02154924319
690	0.02151410211
691	0.02150101439
692	0.0214956172
693	0.02144329644
694	0.02142443224
695	0.02137694292
696	0.0213214182
697	0.02128748791
698	0.02127292155
699	0.02122466948
700	0.02118899367
701	0.02118380219
702	0.02116995005
703	0.02111944661
704	0.02110125009
705	0.02105148687
706	0.02101731913
707	0.02100475747
708	0.02096361438
709	0.02090548814
710	0.02087277323
711	0.02086776176
712	0.02084687574
713	0.02080986206
714	0.02077319131
715	0.02072381594
716	0.02069124296
717	0.02064708106
718	0.02063919654
719	0.02058681786
720	0.02057369635
721	0.02056886897
722	0.02054909373
723	0.02053744205
724	0.02050221632
725	0.02045488715
726	0.02042112247
727	0.02037695972
728	0.02032433838
729	0.02030637417
730	0.02026097295
731	0.02024385366
732	0.02020058383
733	0.02014776256
734	0.0201313949
735	0.02008808271
736	0.02007570426
737	0.02007100927
738	0.02005929547
739	0.02001629651
740	0.02000508412
741	0.02000059341
742	0.01998226975
743	0.01997529688
744	0.01994319752
745	0.01993890872
746	0.01992804336
747	0.01989658328
748	0.01987935768
749	0.01987526893
750	0.01984470545
751	0.01981221167
752	0.01977104645
753	0.01974564067
754	0.01970436644
755	0.01969402723
756	0.01965574608
757	0.01964557227
758	0.01959075753
759	0.01953868145
760	0.01949492012
761	0.01946545547
762	0.01942410655
763	0.01939616783
764	0.01936784456
765	0.0193267225
766	0.01928056645
767	0.0192765671
768	0.01927007937
769	0.01925342481
770	0.01920580885
771	0.01918051708
772	0.01916320336
773	0.01915354316
774	0.0191030868
775	0.01907454535
776	0.01907070396
777	0.01906101094
778	0.01904792277
779	0.018997039
780	0.01895599904
781	0.01890767451
782	0.01887217932
783	0.01884451011
784	0.01884082294
785	0.01880707091
786	0.01875887638
787	0.01872649912
788	0.01869568787
789	0.01864908448
790	0.01863381297
791	0.01859789652
792	0.01857190747
793	0.01853308887
794	0.01851694171
795	0.01846688822
796	0.01845146406
797	0.0184143159
798	0.01838836492
799	0.01837890369
800	0.0183410062
801	0.01831608871
802	0.01826804834
803	0.01822372952
804	0.01822010902
805	0.01821526994
806	0.01820040833
807	0.01816462071
808	0.01811899687
809	0.0180767781
810	0.01803460822
811	0.01798919261
812	0.01793832631
813	0.01791452675
814	0.01789190467
815	0.01786650758
816	0.0178449608
817	0.01783054304
818	0.01779827342
819	0.01779356381
820	0.01774976037
821	0.01771928712
822	0.01767882211
823	0.01764974927
824	0.01760949741
825	0.01757433429
826	0.01756042696
827	0.01751856696
828	0.01747850191
829	0.01743985699
830	0.01741180807
831	0.01737688134
832	0.01732088876
833	0.01728425761
834	0.01726368711
835	0.01722933727
836	0.01719211312
837	0.01717296345
838	0.01713867471
839	0.01712511977
840	0.01708498866
841	0.01703915715
842	0.01701880179
843	0.01697519311
844	0.01693958312
845	0.01690351213
846	0.0168718853
847	0.0168339145
848	0.01680625402
849	0.01679703054
850	0.01679327693
851	0.0167590332
852	0.01672901759
853	0.01670259661
854	0.01669697923
855	0.01666419892
856	0.01666060798
857	0.0166244472
858	0.01661595787
859	0.0166079815
860	0.01657667679
861	0.01654291441
862	0.01652955952
863	0.01650557351
864	0.01646880441
865	0.0164308451
866	0.01639681434
867	0.01636690615
868	0.01636287464
869	0.0163452712
870	0.01631273761
871	0.01630048684
872	0.01626949341
873	0.01623429782
874	0.01622259135
875	0.01617455264
876	0.01615568582
877	0.01612785305
878	0.01608763782
879	0.01605647691
880	0.01605259166
881	0.01601872791
882	0.01599207527
883	0.01595141548
884	0.01592161333
885	0.01591436604
886	0.01588558306
887	0.01585532641
888	0.01583960138
889	0.01582874476
890	0.01579669117
891	0.01576779756
892	0.0157364369
893	0.01569652258
894	0.01567117931
895	0.01566751467
896	0.01566390345
897	0.01564940354
898	0.01563945862
899	0.01561171849
900	0.01559155429
901	0.01556787667
902	0.01553766093
903	0.01553416503
904	0.01552360396
905	0.01548735705
906	0.01546807941
907	0.01542985875
908	0.01540089658
909	0.01539082829
910	0.01535794106
911	0.01535456817
912	0.0153510724
913	0.01533526288
914	0.01529522771
915	0.0152477617
916	0.01522113533
917	0.01518620382
918	0.01515818586
919	0.01513272898
920	0.0150984554
921	0.01508473051
922	0.01506590817
923	0.01503593878
924	0.01500852097
925	0.01499547281
926	0.01498654752
927	0.014958361
928	0.01495498496
929	0.01493722692
930	0.0149109876
931	0.01489255196
932	0.01486801991
933	0.01484097851
934	0.0148348435
935	0.01480676776
936	0.01478194346
937	0.01473639336
938	0.01470094733
939	0.0146721814
940	0.01464837898
941	0.01462073247
942	0.01460386427
943	0.01457764426
944	0.01455280159
945	0.01451911547
946	0.01449771882
947	0.01449455711
948	0.0144674686
949	0.01444450614
950	0.01441226619
951	0.01438537682
952	0.01435486403
953	0.01434302125
954	0.01431880539
955	0.01431077406
956	0.01429277422
957	0.0142668246
958	0.01425077824
959	0.01424772986
960	0.01422455017
961	0.01419684005
962	0.01418591346
963	0.01418045953
964	0.01415564544
965	0.01415214992
966	0.01412125514
967	0.01409191622
968	0.01405852838
969	0.01403290774
970	0.01400129081
971	0.01397434355
972	0.01394227283
973	0.01391247193
974	0.01390739019
975	0.01388158056
976	0.01385898382
977	0.01383709026
978	0.01381472644
979	0.01380985922
980	0.01378584772
981	0.01375371756
982	0.01373242179
983	0.01369346227
984	0.01366196098
985	0.01361433978
986	0.01357894963
987	0.01354798557
988	0.01350470933
989	0.01347228878
990	0.01345651223
991	0.01343042427
992	0.01340826575
993	0.01340501707
994	0.01337340013
995	0.01335223228
996	0.01334449263
997	0.01334139559
998	0.01331925916
999	0.01329838693
