iter	RMSE
0	0.183332608
1	0.1729108367
2	0.1650444651
3	0.1557869
4	0.1485467659
5	0.1424924313
6	0.1360152295
7	0.1296664276
8	0.1244304883
9	0.1191953328
10	0.1150741795
11	0.1106391519
12	0.1063616695
13	0.1021819371
14	0.09866135288
15	0.09522940133
16	0.09213653822
17	0.08937632474
18	0.08669054921
19	0.08429757953
20	0.08232931984
21	0.08020648008
22	0.07825324018
23	0.07660610369
24	0.07489933334
25	0.07322123049
26	0.07137139946
27	0.07023800041
28	0.06833464648
29	0.06687683363
30	0.06542767909
31	0.06407061941
32	0.06300761327
33	0.06208025455
34	0.06068175495
35	0.0596607775
36	0.0589445909
37	0.05800314522
38	0.05706238159
39	0.05607397747
40	0.05544727536
41	0.0546616915
42	0.05372734791
43	0.05290515705
44	0.05230671074
45	0.05158488489
46	0.05100709924
47	0.05042931251
48	0.04992187228
49	0.04948389963
50	0.04889382432
51	0.04829516308
52	0.04788525591
53	0.04741664316
54	0.04699247891
55	0.04657853283
56	0.04624077415
57	0.04595274358
58	0.04557280041
59	0.04525782348
60	0.04495203287
61	0.04470595456
62	0.04451624427
63	0.04410705617
64	0.04393680893
65	0.04361906226
66	0.04337673409
67	0.04322683625
68	0.04304119292
69	0.04286729785
70	0.04270689771
71	0.0422222518
72	0.04193590188
73	0.04159664843
74	0.04147332025
75	0.04124028485
76	0.04111107559
77	0.04100462867
78	0.0406174382
79	0.04048085844
80	0.04037388435
81	0.04030415421
82	0.04011044813
83	0.03946765479
84	0.03930942174
85	0.03918202995
86	0.03860963594
87	0.03806928117
88	0.03766495137
89	0.0371294542
90	0.03676148039
91	0.03660616608
92	0.03640051014
93	0.03593201686
94	0.03544641714
95	0.03500678314
96	0.0345641655
97	0.03417510712
98	0.03398009751
99	0.03361459909
100	0.03334489138
101	0.03299099673
102	0.03273970418
103	0.03242042825
104	0.03219933918
105	0.03202368854
106	0.03172445223
107	0.03125720463
108	0.03105855161
109	0.03083658724
110	0.03063897619
111	0.0305358616
112	0.03025683082
113	0.03015921888
114	0.03008213354
115	0.02981965017
116	0.02956835396
117	0.02949728975
118	0.02925044419
119	0.02907954224
120	0.02901385773
121	0.02875061836
122	0.02868854609
123	0.02846115216
124	0.02829672255
125	0.02821237751
126	0.02783939297
